,abilities_number,ability_1,ability_2,ability_hidden,attack,base_experience,base_friendship,catch_rate,defense,egg_cycles,egg_type_1,egg_type_2,egg_type_number,generation,growth_rate,height_m,hp,is_legendary,is_mythical,is_sub_legendary,name,percentage_male,pokedex_number,sp_attack,sp_defense,species,speed,total_points,type_1,type_2,type_number,weight_kg
551,3,Hustle,Serene Grace,Super Luck,50.0,245.0,70.0,30.0,95.0,10.0,Fairy,Flying,2,4,Fast,1.5,85.0,0,0,0,Togekiss,87.5,468,120.0,115.0,Jubilee Pokémon,80.0,545.0,Fairy,Flying,2,38.0
552,3,Speed Boost,Tinted Lens,Frisk,76.0,180.0,70.0,30.0,86.0,20.0,Bug,,1,4,Medium Fast,1.9,86.0,0,0,0,Yanmega,50.0,469,116.0,56.0,Ogre Darner Pokémon,95.0,515.0,Bug,Flying,2,51.5
553,2,Leaf Guard,,Chlorophyll,110.0,184.0,35.0,45.0,130.0,35.0,Field,,1,4,Medium Fast,1.0,65.0,0,0,0,Leafeon,87.5,470,60.0,65.0,Verdant Pokémon,95.0,525.0,Grass,,1,25.5
554,2,Snow Cloak,,Ice Body,60.0,184.0,35.0,45.0,110.0,35.0,Field,,1,4,Medium Fast,0.8,65.0,0,0,0,Glaceon,87.5,471,130.0,95.0,Fresh Snow Pokémon,65.0,525.0,Ice,,1,25.9
555,3,Hyper Cutter,Sand Veil,Poison Heal,95.0,179.0,70.0,30.0,125.0,20.0,Bug,,1,4,Medium Slow,2.0,75.0,0,0,0,Gliscor,50.0,472,45.0,75.0,Fang Scorp Pokémon,95.0,510.0,Ground,Flying,2,42.5
556,3,Oblivious,Snow Cloak,Thick Fat,130.0,239.0,70.0,50.0,80.0,20.0,Field,,1,4,Slow,2.5,110.0,0,0,0,Mamoswine,50.0,473,70.0,60.0,Twin Tusk Pokémon,80.0,530.0,Ice,Ground,2,291.0
557,3,Adaptability,Download,Analytic,80.0,241.0,70.0,30.0,70.0,20.0,Mineral,,1,4,Medium Fast,0.9,85.0,0,0,0,Porygon-Z,,474,135.0,75.0,Virtual Pokémon,90.0,535.0,Normal,,1,34.0
558,2,Steadfast,,Justified,125.0,233.0,35.0,45.0,65.0,20.0,Amorphous,Human-Like,2,4,Slow,1.6,68.0,0,0,0,Gallade,100.0,475,65.0,115.0,Blade Pokémon,80.0,518.0,Psychic,Fighting,2,52.0
559,1,Inner Focus,,,165.0,278.0,35.0,45.0,95.0,20.0,Amorphous,,1,4,Slow,1.6,68.0,0,0,0,Mega Gallade,100.0,475,65.0,115.0,Blade Pokémon,110.0,618.0,Psychic,Fighting,2,56.4
560,3,Sturdy,Magnet Pull,Sand Force,55.0,184.0,70.0,60.0,145.0,20.0,Mineral,,1,4,Medium Fast,1.4,60.0,0,0,0,Probopass,50.0,476,75.0,150.0,Compass Pokémon,40.0,525.0,Rock,Steel,2,340.0
561,2,Pressure,,Frisk,100.0,236.0,35.0,45.0,135.0,25.0,Amorphous,,1,4,Fast,2.2,45.0,0,0,0,Dusknoir,50.0,477,65.0,135.0,Gripper Pokémon,45.0,525.0,Ghost,,1,106.6
562,2,Snow Cloak,,Cursed Body,80.0,168.0,70.0,75.0,70.0,20.0,Fairy,Mineral,2,4,Medium Fast,1.3,70.0,0,0,0,Froslass,0.0,478,80.0,70.0,Snow Land Pokémon,110.0,480.0,Ice,Ghost,2,26.6
563,1,Levitate,,,50.0,154.0,70.0,45.0,77.0,20.0,Amorphous,,1,4,Medium Fast,0.3,50.0,0,0,0,Rotom,,479,95.0,77.0,Plasma Pokémon,91.0,440.0,Electric,Ghost,2,0.3
564,1,Levitate,,,65.0,182.0,70.0,45.0,107.0,20.0,Amorphous,,1,4,Medium Fast,0.3,50.0,0,0,0,Heat Rotom,,479,105.0,107.0,Plasma Pokémon,86.0,520.0,Electric,Fire,2,0.3
565,1,Levitate,,,65.0,182.0,70.0,45.0,107.0,20.0,Amorphous,,1,4,Medium Fast,0.3,50.0,0,0,0,Wash Rotom,,479,105.0,107.0,Plasma Pokémon,86.0,520.0,Electric,Water,2,0.3
566,1,Levitate,,,65.0,182.0,70.0,45.0,107.0,20.0,Amorphous,,1,4,Medium Fast,0.3,50.0,0,0,0,Frost Rotom,,479,105.0,107.0,Plasma Pokémon,86.0,520.0,Electric,Ice,2,0.3
567,1,Levitate,,,65.0,182.0,70.0,45.0,107.0,20.0,Amorphous,,1,4,Medium Fast,0.3,50.0,0,0,0,Fan Rotom,,479,105.0,107.0,Plasma Pokémon,86.0,520.0,Electric,Flying,2,0.3
568,1,Levitate,,,65.0,182.0,70.0,45.0,107.0,20.0,Amorphous,,1,4,Medium Fast,0.3,50.0,0,0,0,Mow Rotom,,479,105.0,107.0,Plasma Pokémon,86.0,520.0,Electric,Grass,2,0.3
569,1,Levitate,,,75.0,261.0,140.0,3.0,130.0,80.0,Undiscovered,,1,4,Slow,0.3,75.0,0,0,1,Uxie,,480,75.0,130.0,Knowledge Pokémon,95.0,580.0,Psychic,,1,0.3
570,1,Levitate,,,105.0,261.0,140.0,3.0,105.0,80.0,Undiscovered,,1,4,Slow,0.3,80.0,0,0,1,Mesprit,,481,105.0,105.0,Emotion Pokémon,80.0,580.0,Psychic,,1,0.3
571,1,Levitate,,,125.0,261.0,140.0,3.0,70.0,80.0,Undiscovered,,1,4,Slow,0.3,75.0,0,0,1,Azelf,,482,125.0,70.0,Willpower Pokémon,115.0,580.0,Psychic,,1,0.3
572,2,Pressure,,Telepathy,120.0,306.0,0.0,3.0,120.0,120.0,Undiscovered,,1,4,Slow,5.4,100.0,1,0,0,Dialga,,483,150.0,100.0,Temporal Pokémon,90.0,680.0,Steel,Dragon,2,683.0
573,2,Pressure,,Telepathy,120.0,306.0,0.0,3.0,100.0,120.0,Undiscovered,,1,4,Slow,4.2,90.0,1,0,0,Palkia,,484,150.0,120.0,Spatial Pokémon,100.0,680.0,Water,Dragon,2,336.0
574,2,Flash Fire,,Flame Body,90.0,270.0,100.0,3.0,106.0,10.0,Undiscovered,,1,4,Slow,1.7,91.0,0,0,1,Heatran,50.0,485,130.0,106.0,Lava Dome Pokémon,77.0,600.0,Fire,Steel,2,430.0
575,1,Slow Start,,,160.0,302.0,0.0,3.0,110.0,120.0,Undiscovered,,1,4,Slow,3.7,110.0,0,0,1,Regigigas,,486,80.0,110.0,Colossal Pokémon,100.0,670.0,Normal,,1,420.0
576,2,Pressure,,Telepathy,100.0,306.0,0.0,3.0,120.0,120.0,Undiscovered,,1,4,Slow,4.5,150.0,1,0,0,Giratina Altered Forme,,487,100.0,120.0,Renegade Pokémon,90.0,680.0,Ghost,Dragon,2,750.0
577,1,Levitate,,,120.0,306.0,0.0,3.0,100.0,120.0,Undiscovered,,1,4,Slow,6.9,150.0,1,0,0,Giratina Origin Forme,,487,120.0,100.0,Renegade Pokémon,90.0,680.0,Ghost,Dragon,2,650.0
578,1,Levitate,,,70.0,270.0,100.0,3.0,120.0,120.0,Undiscovered,,1,4,Slow,1.5,120.0,0,0,1,Cresselia,0.0,488,75.0,130.0,Lunar Pokémon,85.0,600.0,Psychic,,1,85.6
579,1,Hydration,,,80.0,216.0,70.0,30.0,80.0,40.0,Fairy,Water 1,2,4,Slow,0.4,80.0,0,1,0,Phione,,489,80.0,80.0,Sea Drifter Pokémon,80.0,480.0,Water,,1,3.1
580,1,Hydration,,,100.0,270.0,70.0,3.0,100.0,10.0,Fairy,Water 1,2,4,Slow,0.3,100.0,0,1,0,Manaphy,,490,100.0,100.0,Seafaring Pokémon,100.0,600.0,Water,,1,1.4
581,1,Bad Dreams,,,90.0,270.0,0.0,3.0,90.0,120.0,Undiscovered,,1,4,Slow,1.5,70.0,0,1,0,Darkrai,,491,135.0,90.0,Pitch-Black Pokémon,125.0,600.0,Dark,,1,50.5
582,1,Natural Cure,,,100.0,270.0,100.0,45.0,100.0,120.0,Undiscovered,,1,4,Medium Slow,0.2,100.0,0,1,0,Shaymin Land Forme,,492,100.0,100.0,Gratitude Pokémon,100.0,600.0,Grass,,1,2.1
583,1,Serene Grace,,,103.0,270.0,100.0,45.0,75.0,120.0,Undiscovered,,1,4,Medium Slow,0.4,100.0,0,1,0,Shaymin Sky Forme,,492,120.0,75.0,Gratitude Pokémon,127.0,600.0,Grass,Flying,2,5.2
584,1,Multitype,,,120.0,324.0,0.0,3.0,120.0,120.0,Undiscovered,,1,4,Slow,3.2,120.0,0,1,0,Arceus,,493,120.0,120.0,Alpha Pokémon,120.0,720.0,Normal,,1,320.0
585,1,Victory Star,,,100.0,270.0,100.0,3.0,100.0,120.0,Undiscovered,,1,5,Slow,0.4,100.0,0,1,0,Victini,,494,100.0,100.0,Victory Pokémon,100.0,600.0,Psychic,Fire,2,4.0
586,2,Overgrow,,Contrary,45.0,62.0,70.0,45.0,55.0,20.0,Field,Grass,2,5,Medium Slow,0.6,45.0,0,0,0,Snivy,87.5,495,45.0,55.0,Grass Snake Pokémon,63.0,308.0,Grass,,1,8.1
587,2,Overgrow,,Contrary,60.0,145.0,70.0,45.0,75.0,20.0,Field,Grass,2,5,Medium Slow,0.8,60.0,0,0,0,Servine,87.5,496,60.0,75.0,Grass Snake Pokémon,83.0,413.0,Grass,,1,16.0
588,2,Overgrow,,Contrary,75.0,238.0,70.0,45.0,95.0,20.0,Field,Grass,2,5,Medium Slow,3.3,75.0,0,0,0,Serperior,87.5,497,75.0,95.0,Regal Pokémon,113.0,528.0,Grass,,1,63.0
589,2,Blaze,,Thick Fat,63.0,62.0,70.0,45.0,45.0,20.0,Field,,1,5,Medium Slow,0.5,65.0,0,0,0,Tepig,87.5,498,45.0,45.0,Fire Pig Pokémon,45.0,308.0,Fire,,1,9.9
590,2,Blaze,,Thick Fat,93.0,146.0,70.0,45.0,55.0,20.0,Field,,1,5,Medium Slow,1.0,90.0,0,0,0,Pignite,87.5,499,70.0,55.0,Fire Pig Pokémon,55.0,418.0,Fire,Fighting,2,55.5
591,2,Blaze,,Reckless,123.0,238.0,70.0,45.0,65.0,20.0,Field,,1,5,Medium Slow,1.6,110.0,0,0,0,Emboar,87.5,500,100.0,65.0,Mega Fire Pig Pokémon,65.0,528.0,Fire,Fighting,2,150.0
592,2,Torrent,,Shell Armor,55.0,62.0,70.0,45.0,45.0,20.0,Field,,1,5,Medium Slow,0.5,55.0,0,0,0,Oshawott,87.5,501,63.0,45.0,Sea Otter Pokémon,45.0,308.0,Water,,1,5.9
593,2,Torrent,,Shell Armor,75.0,145.0,70.0,45.0,60.0,20.0,Field,,1,5,Medium Slow,0.8,75.0,0,0,0,Dewott,87.5,502,83.0,60.0,Discipline Pokémon,60.0,413.0,Water,,1,24.5
594,2,Torrent,,Shell Armor,100.0,238.0,70.0,45.0,85.0,20.0,Field,,1,5,Medium Slow,1.5,95.0,0,0,0,Samurott,87.5,503,108.0,70.0,Formidable Pokémon,70.0,528.0,Water,,1,94.6
595,3,Run Away,Keen Eye,Analytic,55.0,51.0,70.0,255.0,39.0,15.0,Field,,1,5,Medium Fast,0.5,45.0,0,0,0,Patrat,50.0,504,35.0,39.0,Scout Pokémon,42.0,255.0,Normal,,1,11.6
596,3,Illuminate,Keen Eye,Analytic,85.0,147.0,70.0,255.0,69.0,20.0,Field,,1,5,Medium Fast,1.1,60.0,0,0,0,Watchog,50.0,505,60.0,69.0,Lookout Pokémon,77.0,420.0,Normal,,1,27.0
597,3,Vital Spirit,Pickup,Run Away,60.0,55.0,70.0,255.0,45.0,15.0,Field,,1,5,Medium Slow,0.4,45.0,0,0,0,Lillipup,50.0,506,25.0,45.0,Puppy Pokémon,55.0,275.0,Normal,,1,4.1
598,3,Intimidate,Sand Rush,Scrappy,80.0,130.0,70.0,120.0,65.0,15.0,Field,,1,5,Medium Slow,0.9,65.0,0,0,0,Herdier,50.0,507,35.0,65.0,Loyal Dog Pokémon,60.0,370.0,Normal,,1,14.7
599,3,Intimidate,Sand Rush,Scrappy,110.0,225.0,70.0,45.0,90.0,15.0,Field,,1,5,Medium Slow,1.2,85.0,0,0,0,Stoutland,50.0,508,45.0,90.0,Big-Hearted Pokémon,80.0,500.0,Normal,,1,61.0
600,3,Limber,Unburden,Prankster,50.0,56.0,70.0,255.0,37.0,20.0,Field,,1,5,Medium Fast,0.4,41.0,0,0,0,Purrloin,50.0,509,50.0,37.0,Devious Pokémon,66.0,281.0,Dark,,1,10.1
601,3,Limber,Unburden,Prankster,88.0,156.0,70.0,90.0,50.0,20.0,Field,,1,5,Medium Fast,1.1,64.0,0,0,0,Liepard,50.0,510,88.0,50.0,Cruel Pokémon,106.0,446.0,Dark,,1,37.5
602,2,Gluttony,,Overgrow,53.0,63.0,70.0,190.0,48.0,20.0,Field,,1,5,Medium Fast,0.6,50.0,0,0,0,Pansage,87.5,511,53.0,48.0,Grass Monkey Pokémon,64.0,316.0,Grass,,1,10.5
603,2,Gluttony,,Overgrow,98.0,174.0,70.0,75.0,63.0,20.0,Field,,1,5,Medium Fast,1.1,75.0,0,0,0,Simisage,87.5,512,98.0,63.0,Thorn Monkey Pokémon,101.0,498.0,Grass,,1,30.5
604,2,Gluttony,,Blaze,53.0,63.0,70.0,190.0,48.0,20.0,Field,,1,5,Medium Fast,0.6,50.0,0,0,0,Pansear,87.5,513,53.0,48.0,High Temp Pokémon,64.0,316.0,Fire,,1,11.0
605,2,Gluttony,,Blaze,98.0,174.0,70.0,75.0,63.0,20.0,Field,,1,5,Medium Fast,1.0,75.0,0,0,0,Simisear,87.5,514,98.0,63.0,Ember Pokémon,101.0,498.0,Fire,,1,28.0
606,2,Gluttony,,Torrent,53.0,63.0,70.0,190.0,48.0,20.0,Field,,1,5,Medium Fast,0.6,50.0,0,0,0,Panpour,87.5,515,53.0,48.0,Spray Pokémon,64.0,316.0,Water,,1,13.5
607,2,Gluttony,,Torrent,98.0,174.0,70.0,75.0,63.0,20.0,Field,,1,5,Medium Fast,1.0,75.0,0,0,0,Simipour,87.5,516,98.0,63.0,Geyser Pokémon,101.0,498.0,Water,,1,29.0
608,3,Forewarn,Synchronize,Telepathy,25.0,58.0,70.0,190.0,45.0,10.0,Field,,1,5,Fast,0.6,76.0,0,0,0,Munna,50.0,517,67.0,55.0,Dream Eater Pokémon,24.0,292.0,Psychic,,1,23.3
609,3,Forewarn,Synchronize,Telepathy,55.0,170.0,70.0,75.0,85.0,10.0,Field,,1,5,Fast,1.1,116.0,0,0,0,Musharna,50.0,518,107.0,95.0,Drowsing Pokémon,29.0,487.0,Psychic,,1,60.5
610,3,Big Pecks,Super Luck,Rivalry,55.0,53.0,70.0,255.0,50.0,15.0,Flying,,1,5,Medium Slow,0.3,50.0,0,0,0,Pidove,50.0,519,36.0,30.0,Tiny Pigeon Pokémon,43.0,264.0,Normal,Flying,2,2.1
611,3,Big Pecks,Super Luck,Rivalry,77.0,125.0,70.0,120.0,62.0,15.0,Flying,,1,5,Medium Slow,0.6,62.0,0,0,0,Tranquill,50.0,520,50.0,42.0,Wild Pigeon Pokémon,65.0,358.0,Normal,Flying,2,15.0
612,3,Big Pecks,Super Luck,Rivalry,115.0,220.0,70.0,45.0,80.0,15.0,Flying,,1,5,Medium Slow,1.2,80.0,0,0,0,Unfezant,50.0,521,65.0,55.0,Proud Pokémon,93.0,488.0,Normal,Flying,2,29.0
613,3,Lightning Rod,Motor Drive,Sap Sipper,60.0,59.0,70.0,190.0,32.0,20.0,Field,,1,5,Medium Fast,0.8,45.0,0,0,0,Blitzle,50.0,522,50.0,32.0,Electrified Pokémon,76.0,295.0,Electric,,1,29.8
614,3,Lightning Rod,Motor Drive,Sap Sipper,100.0,174.0,70.0,75.0,63.0,20.0,Field,,1,5,Medium Fast,1.6,75.0,0,0,0,Zebstrika,50.0,523,80.0,63.0,Thunderbolt Pokémon,116.0,497.0,Electric,,1,79.5
615,3,Sturdy,Weak Armor,Sand Force,75.0,56.0,70.0,255.0,85.0,15.0,Mineral,,1,5,Medium Slow,0.4,55.0,0,0,0,Roggenrola,50.0,524,25.0,25.0,Mantle Pokémon,15.0,280.0,Rock,,1,18.0
616,3,Sturdy,Weak Armor,Sand Force,105.0,137.0,70.0,120.0,105.0,15.0,Mineral,,1,5,Medium Slow,0.9,70.0,0,0,0,Boldore,50.0,525,50.0,40.0,Ore Pokémon,20.0,390.0,Rock,,1,102.0
617,3,Sturdy,Sand Stream,Sand Force,135.0,232.0,70.0,45.0,130.0,15.0,Mineral,,1,5,Medium Slow,1.7,85.0,0,0,0,Gigalith,50.0,526,60.0,80.0,Compressed Pokémon,25.0,515.0,Rock,,1,260.0
618,3,Unaware,Klutz,Simple,45.0,65.0,70.0,190.0,43.0,15.0,Field,Flying,2,5,Medium Fast,0.4,65.0,0,0,0,Woobat,50.0,527,55.0,43.0,Bat Pokémon,72.0,323.0,Psychic,Flying,2,2.1
619,3,Unaware,Klutz,Simple,57.0,149.0,70.0,45.0,55.0,15.0,Field,Flying,2,5,Medium Fast,0.9,67.0,0,0,0,Swoobat,50.0,528,77.0,55.0,Courting Pokémon,114.0,425.0,Psychic,Flying,2,10.5
620,3,Sand Rush,Sand Force,Mold Breaker,85.0,66.0,70.0,120.0,40.0,20.0,Field,,1,5,Medium Fast,0.3,60.0,0,0,0,Drilbur,50.0,529,30.0,45.0,Mole Pokémon,68.0,328.0,Ground,,1,8.5
621,3,Sand Rush,Sand Force,Mold Breaker,135.0,178.0,70.0,60.0,60.0,20.0,Field,,1,5,Medium Fast,0.7,110.0,0,0,0,Excadrill,50.0,530,50.0,65.0,Subterrene Pokémon,88.0,508.0,Ground,Steel,2,40.4
622,3,Healer,Regenerator,Klutz,60.0,390.0,70.0,255.0,86.0,20.0,Fairy,,1,5,Fast,1.1,103.0,0,0,0,Audino,50.0,531,60.0,86.0,Hearing Pokémon,50.0,445.0,Normal,,1,31.0
623,1,Healer,,,60.0,425.0,70.0,255.0,126.0,20.0,Fairy,,1,5,Fast,1.5,103.0,0,0,0,Mega Audino,50.0,531,80.0,126.0,Hearing Pokémon,50.0,545.0,Normal,Fairy,2,32.0
624,3,Guts,Sheer Force,Iron Fist,80.0,61.0,70.0,180.0,55.0,20.0,Human-Like,,1,5,Medium Slow,0.6,75.0,0,0,0,Timburr,75.0,532,25.0,35.0,Muscular Pokémon,35.0,305.0,Fighting,,1,12.5
625,3,Guts,Sheer Force,Iron Fist,105.0,142.0,70.0,90.0,85.0,20.0,Human-Like,,1,5,Medium Slow,1.2,85.0,0,0,0,Gurdurr,75.0,533,40.0,50.0,Muscular Pokémon,40.0,405.0,Fighting,,1,40.0
626,3,Guts,Sheer Force,Iron Fist,140.0,227.0,70.0,45.0,95.0,20.0,Human-Like,,1,5,Medium Slow,1.4,105.0,0,0,0,Conkeldurr,75.0,534,55.0,65.0,Muscular Pokémon,45.0,505.0,Fighting,,1,87.0
627,3,Swift Swim,Hydration,Water Absorb,50.0,59.0,70.0,255.0,40.0,20.0,Water 1,,1,5,Medium Slow,0.5,50.0,0,0,0,Tympole,50.0,535,50.0,40.0,Tadpole Pokémon,64.0,294.0,Water,,1,4.5
628,3,Swift Swim,Hydration,Water Absorb,65.0,134.0,70.0,120.0,55.0,20.0,Water 1,,1,5,Medium Slow,0.8,75.0,0,0,0,Palpitoad,50.0,536,65.0,55.0,Vibration Pokémon,69.0,384.0,Water,Ground,2,17.0
629,3,Swift Swim,Poison Touch,Water Absorb,95.0,229.0,70.0,45.0,75.0,20.0,Water 1,,1,5,Medium Slow,1.5,105.0,0,0,0,Seismitoad,50.0,537,85.0,75.0,Vibration Pokémon,74.0,509.0,Water,Ground,2,62.0
630,3,Guts,Inner Focus,Mold Breaker,100.0,163.0,70.0,45.0,85.0,20.0,Human-Like,,1,5,Medium Fast,1.3,120.0,0,0,0,Throh,100.0,538,30.0,85.0,Judo Pokémon,45.0,465.0,Fighting,,1,55.5
631,3,Sturdy,Inner Focus,Mold Breaker,125.0,163.0,70.0,45.0,75.0,20.0,Human-Like,,1,5,Medium Fast,1.4,75.0,0,0,0,Sawk,100.0,539,30.0,75.0,Karate Pokémon,85.0,465.0,Fighting,,1,51.0
632,3,Swarm,Chlorophyll,Overcoat,53.0,62.0,70.0,255.0,70.0,15.0,Bug,,1,5,Medium Slow,0.3,45.0,0,0,0,Sewaddle,50.0,540,40.0,60.0,Sewing Pokémon,42.0,310.0,Bug,Grass,2,2.5
633,3,Leaf Guard,Chlorophyll,Overcoat,63.0,133.0,70.0,120.0,90.0,15.0,Bug,,1,5,Medium Slow,0.5,55.0,0,0,0,Swadloon,50.0,541,50.0,80.0,Leaf-Wrapped Pokémon,42.0,380.0,Bug,Grass,2,7.3
634,3,Swarm,Chlorophyll,Overcoat,103.0,225.0,70.0,45.0,80.0,15.0,Bug,,1,5,Medium Slow,1.2,75.0,0,0,0,Leavanny,50.0,542,70.0,80.0,Nurturing Pokémon,92.0,500.0,Bug,Grass,2,20.5
635,3,Poison Point,Swarm,Speed Boost,45.0,52.0,70.0,255.0,59.0,15.0,Bug,,1,5,Medium Slow,0.4,30.0,0,0,0,Venipede,50.0,543,30.0,39.0,Centipede Pokémon,57.0,260.0,Bug,Poison,2,5.3
636,3,Poison Point,Swarm,Speed Boost,55.0,126.0,70.0,120.0,99.0,15.0,Bug,,1,5,Medium Slow,1.2,40.0,0,0,0,Whirlipede,50.0,544,40.0,79.0,Curlipede Pokémon,47.0,360.0,Bug,Poison,2,58.5
637,3,Poison Point,Swarm,Speed Boost,100.0,218.0,70.0,45.0,89.0,20.0,Bug,,1,5,Medium Slow,2.5,60.0,0,0,0,Scolipede,50.0,545,55.0,69.0,Megapede Pokémon,112.0,485.0,Bug,Poison,2,200.5
638,3,Prankster,Infiltrator,Chlorophyll,27.0,56.0,70.0,190.0,60.0,20.0,Fairy,Grass,2,5,Medium Fast,0.3,40.0,0,0,0,Cottonee,50.0,546,37.0,50.0,Cotton Puff Pokémon,66.0,280.0,Grass,Fairy,2,0.6
639,3,Prankster,Infiltrator,Chlorophyll,67.0,168.0,70.0,75.0,85.0,20.0,Fairy,Grass,2,5,Medium Fast,0.7,60.0,0,0,0,Whimsicott,50.0,547,77.0,75.0,Windveiled Pokémon,116.0,480.0,Grass,Fairy,2,6.6
640,3,Chlorophyll,Own Tempo,Leaf Guard,35.0,56.0,70.0,190.0,50.0,20.0,Grass,,1,5,Medium Fast,0.5,45.0,0,0,0,Petilil,0.0,548,70.0,50.0,Bulb Pokémon,30.0,280.0,Grass,,1,6.6
641,3,Chlorophyll,Own Tempo,Leaf Guard,60.0,168.0,70.0,75.0,75.0,20.0,Grass,,1,5,Medium Fast,1.1,70.0,0,0,0,Lilligant,0.0,549,110.0,75.0,Flowering Pokémon,90.0,480.0,Grass,,1,16.3
642,3,Reckless,Adaptability,Mold Breaker,92.0,161.0,70.0,25.0,65.0,40.0,Water 2,,1,5,Medium Fast,1.0,70.0,0,0,0,Basculin Red-Striped Form,50.0,550,80.0,55.0,Hostile Pokémon,98.0,460.0,Water,,1,18.0
643,3,Rock Head,Adaptability,Mold Breaker,92.0,161.0,70.0,25.0,65.0,40.0,Water 2,,1,5,Medium Fast,1.0,70.0,0,0,0,Basculin Blue-Striped Form,50.0,550,80.0,55.0,Hostile Pokémon,98.0,460.0,Water,,1,18.0
644,3,Intimidate,Moxie,Anger Point,72.0,58.0,70.0,180.0,35.0,20.0,Field,,1,5,Medium Slow,0.7,50.0,0,0,0,Sandile,50.0,551,35.0,35.0,Desert Croc Pokémon,65.0,292.0,Ground,Dark,2,15.2
645,3,Intimidate,Moxie,Anger Point,82.0,123.0,70.0,90.0,45.0,20.0,Field,,1,5,Medium Slow,1.0,60.0,0,0,0,Krokorok,50.0,552,45.0,45.0,Desert Croc Pokémon,74.0,351.0,Ground,Dark,2,33.4
646,3,Intimidate,Moxie,Anger Point,117.0,234.0,70.0,45.0,80.0,20.0,Field,,1,5,Medium Slow,1.5,95.0,0,0,0,Krookodile,50.0,553,65.0,70.0,Intimidation Pokémon,92.0,519.0,Ground,Dark,2,96.3
647,2,Hustle,,Inner Focus,90.0,63.0,70.0,120.0,45.0,20.0,Field,,1,5,Medium Slow,0.6,70.0,0,0,0,Darumaka,50.0,554,15.0,45.0,Zen Charm Pokémon,50.0,315.0,Fire,,1,37.5
648,2,Hustle,,Inner Focus,90.0,,,,45.0,20.0,Field,,1,5,Medium Slow,0.7,70.0,0,0,0,Galarian Darumaka,,554,15.0,45.0,Zen Charm Pokémon,50.0,315.0,Ice,,1,40.0
649,2,Sheer Force,,Zen Mode,140.0,168.0,70.0,60.0,55.0,20.0,Field,,1,5,Medium Slow,1.3,105.0,0,0,0,Darmanitan Standard Mode,50.0,555,30.0,55.0,Blazing Pokémon,95.0,480.0,Fire,,1,92.9
650,2,Sheer Force,,Zen Mode,30.0,189.0,70.0,60.0,105.0,20.0,Field,,1,5,Medium Slow,1.3,105.0,0,0,0,Darmanitan Zen Mode,50.0,555,140.0,105.0,Blazing Pokémon,55.0,540.0,Fire,Psychic,2,92.9
651,2,Gorilla Tactics,,Zen Mode,140.0,,,,55.0,20.0,Field,,1,5,Medium Slow,1.7,105.0,0,0,0,Darmanitan Galarian Standard Mode,,555,30.0,55.0,Zen Charm Pokémon,95.0,480.0,Ice,,1,120.0
652,2,Gorilla Tactics,,Zen Mode,160.0,,,,55.0,,,,0,5,,1.7,105.0,0,0,0,Darmanitan Galarian Zen Mode,,555,30.0,55.0,Zen Charm Pokémon,135.0,540.0,Ice,Fire,2,120.0
653,3,Water Absorb,Chlorophyll,Storm Drain,86.0,161.0,70.0,255.0,67.0,20.0,Grass,,1,5,Medium Fast,1.0,75.0,0,0,0,Maractus,50.0,556,106.0,67.0,Cactus Pokémon,60.0,461.0,Grass,,1,28.0
654,3,Sturdy,Shell Armor,Weak Armor,65.0,65.0,70.0,190.0,85.0,20.0,Bug,Mineral,2,5,Medium Fast,0.3,50.0,0,0,0,Dwebble,50.0,557,35.0,35.0,Rock Inn Pokémon,55.0,325.0,Bug,Rock,2,14.5
655,3,Sturdy,Shell Armor,Weak Armor,105.0,170.0,70.0,75.0,125.0,20.0,Bug,Mineral,2,5,Medium Fast,1.4,70.0,0,0,0,Crustle,50.0,558,65.0,75.0,Stone Home Pokémon,45.0,485.0,Bug,Rock,2,200.0
656,3,Shed Skin,Moxie,Intimidate,75.0,70.0,35.0,180.0,70.0,15.0,Dragon,Field,2,5,Medium Fast,0.6,50.0,0,0,0,Scraggy,50.0,559,35.0,70.0,Shedding Pokémon,48.0,348.0,Dark,Fighting,2,11.8
657,3,Shed Skin,Moxie,Intimidate,90.0,171.0,70.0,90.0,115.0,15.0,Dragon,Field,2,5,Medium Fast,1.1,65.0,0,0,0,Scrafty,50.0,560,45.0,115.0,Hoodlum Pokémon,58.0,488.0,Dark,Fighting,2,30.0
658,3,Wonder Skin,Magic Guard,Tinted Lens,58.0,172.0,70.0,45.0,80.0,20.0,Flying,,1,5,Medium Fast,1.4,72.0,0,0,0,Sigilyph,50.0,561,103.0,80.0,Avianoid Pokémon,97.0,490.0,Psychic,Flying,2,14.0
659,1,Mummy,,,30.0,61.0,70.0,190.0,85.0,25.0,Amorphous,Mineral,2,5,Medium Fast,0.5,38.0,0,0,0,Yamask,50.0,562,55.0,65.0,Spirit Pokémon,30.0,303.0,Ghost,,1,1.5
660,1,Wandering Spirit,,,55.0,,,,85.0,25.0,Amorphous,Mineral,2,5,Medium Fast,0.5,38.0,0,0,0,Galarian Yamask,,562,30.0,65.0,Spirit Pokémon,30.0,303.0,Ground,Ghost,2,1.5
661,1,Mummy,,,50.0,169.0,70.0,90.0,145.0,25.0,Amorphous,Mineral,2,5,Medium Fast,1.7,58.0,0,0,0,Cofagrigus,50.0,563,95.0,105.0,Coffin Pokémon,30.0,483.0,Ghost,,1,76.5
